"spellid","charactername","species","gender","house","patronus","incantation","spellname","light","chaptername","movietitle","runtime","budget","placeid","dialogues"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"And if we find one? How're we supposed to destroy it if we've given Griphook the sword?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"I'm still working on that part."
NULL,"Fleur Delacour","Human (Quarter-Veela)","Female","Beauxbatons Academy of Magic",NULL,NULL,NULL,NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"He's too weak."
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Forgive me if I don't get up."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Mr. Ollivander, I need to ask you a few questions."
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Anything, m'boy, anything."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Can you identify these, sir?"
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Walnut and dragon heartstring. Twelve and three quarter inches. Unyielding. This belongs to Bellatrix Lestrange."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"And this?"
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Hawthorn. Unicorn hair. Ten inches. Reasonably pliant. This was the wand of Draco Malfoy."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Was? Isn't it still?"
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Perhaps not -- if you won it from him. I sense its allegiance has changed."
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"The wand chooses the wizard, Mr. Potter. That much has always been clear to those of us who have studied wandlore."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"What do you know about the Deathly Hallows, sir?"
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"There are rumored to be three: The Elder Wand, the Resurrection Stone and the Invisibility Cloak. It is said that to possess them all is to make oneself the Master of Death. But few truly believe such objects exist --"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"But you, sir? Do you believe they exist?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You're lying. You know one exists and you told him about it. You told him about the Elder Wand and where to go looking for it."
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"He tortured me! Besides, I conveyed only rumors. There's no guarantee he will find it --"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"He has found it, sir."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"That's all, sir. We'll leave you to get some rest now."
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"He's after you, Mr. Potter. If it's true, what you say, that he has the Elder Wand, I'm afraid you really don't stand a chance."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Then I guess I'll just have to kill him before he finds me, sir."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You're sure it's hers?"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Positive. Harry turns to the two wands on the table -- the ones he showed Ollivander -- and extends the longest to Hermione."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"I reckon you should take this then."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You heard Ollivander. It's Harry's now."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"But I hate that thing -- that's the wand that killed Sirius! How can I hold it and not feel..."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"If I can hold it, you can."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"How will we know what it is when we get in there? After all, a Horcrux can be anything."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"I'll know. I can't explain. It's like..."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"That's a bit scary."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It is, Harry. Did Dumbledore ever say anything to you, something that might explain why --"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"No. I just know. When one's near."
NULL,"Fleur Delacour","Human (Quarter-Veela)","Female","Beauxbatons Academy of Magic",NULL,NULL,NULL,NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"This is the closest I could find to what you described, Hermione."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It's perfect. Thank you, Fleur."
NULL,"Bill Weasley","Human (Werewolf traits)","Male","Gryffindor",NULL,NULL,NULL,NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You're leaving, aren't you."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"In the morning."
NULL,"Bill Weasley","Human (Werewolf traits)","Male","Gryffindor",NULL,NULL,NULL,NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"And Griphook?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"He'll be leaving too."
NULL,"Bill Weasley","Human (Werewolf traits)","Male","Gryffindor",NULL,NULL,NULL,NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Listen, I don't know what you're up to, but I know goblins. If you've struck any kind of bargain with Griphook, you must be exceptionally careful to live up to it. If you don't... he won't be forgiving."
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"The sky has lost a star."
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"My father used to say that when a child died. She looks up, smiles."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Yeah. Funny. Listen, Luna, about your father, I don't want you to think I --"
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"I know you understand why my father did what he did, Harry. That's why we don't need to talk about it."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Hogwarts?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It's not the place you left, you"
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Neither am I."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Always good value. I'll miss her."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"What d'you think?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Wouldn't know you if I didn't know you."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You want to tell me what that is?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Sirius gave it to me. He had a matching piece. He said if I ever needed him, all I had to do was look into it."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You mean he could see you?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Something like that. I don't know. He died before I ever got to use it. The thing is..."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Go on."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You'll think I'm mental, but more than once, when I've looked into it -- I think I've seen Dumbledore."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Bloody hell... that's a sight."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Well, how do I look?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Hideous."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Oh dear, I missed a spot, didn't I? Hold still..."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Couldn't do anything about that bit in the back that's always flipping up, could you? Dead annoying --"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Never mind. I'm good.  That is you in there, isn't it?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"He's After You","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You can give that to Hermione to hold, all right, Griphook?"
NULL,"Merpeople",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gringotts","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",2,"Madam Lestrange."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Gringotts","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",2,"Good morning? Good morning? You're Bellatrix Lestrange, not some dewy-eyed schoolgirl!"
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Gringotts","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",2,"She gives us away and we might as well use that sword to slit our own throats. Understand?"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Gringotts","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",2,"He's right. I was being stupid."
